price,brand,yearOfRegistration,odometer,powerPS,notRepairedDamage
850,opel,2002,150000,147.0,yes
5500,bmw,1998,150000,116.0,no
2200,kia,2004,80000,65.0,no
1450,jaguar,1997,150000,237.0,unknown
6000,bmw,2006,150000,122.0,no
4150,nissan,2006,100000,65.0,no
1250,ford,2004,150000,,no
250,volkswagen,1994,150000,75.0,no
750,volkswagen,1994,150000,78.0,yes
1150,peugeot,2002,150000,75.0,yes
900,volkswagen,1998,150000,101.0,yes
2950,volkswagen,2004,90000,54.0,no
5500,bmw,2005,150000,116.0,no
5900,fiat,2008,125000,75.0,no
29999,bmw,2015,5000,136.0,no
399,opel,1996,150000,45.0,unknown
1400,honda,1986,80000,116.0,yes
4300,dacia,2009,125000,87.0,no
4300,smart,2003,150000,82.0,no
850,opel,2000,150000,56.0,no
700,honda,1997,150000,75.0,no
2999,peugeot,2003,150000,109.0,no
499,renault,1996,150000,54.0,yes
5800,audi,2007,150000,140.0,no
7199,bmw,2007,150000,197.0,no
19666,volkswagen,2013,20000,105.0,no
230,opel,1995,150000,71.0,no
12999,mini,2010,40000,98.0,no
10300,mercedes_benz,2008,60000,95.0,no
1400,skoda,1997,150000,75.0,no
8800,peugeot,2009,100000,120.0,unknown
10111,audi,2000,150000,300.0,no
5500,porsche,2005,150000,250.0,yes
34500,volkswagen,1974,150000,39.0,no
1450,ford,2004,150000,101.0,no
549,fiat,1998,150000,55.0,unknown
500,renault,2003,150000,150.0,yes
1350,renault,2002,125000,75.0,no
199,opel,1993,150000,55.0,yes
18500,bmw,2009,150000,235.0,no
7700,volvo,2004,150000,163.0,no
1195,mercedes_benz,1998,150000,82.0,no
8250,renault,2009,70000,179.0,no
40900,audi,2015,10000,163.0,no
5400,smart,2008,80000,45.0,no
6290,mitsubishi,2008,80000,109.0,no
7900,mercedes_benz,2006,150000,140.0,no
16900,mercedes_benz,2009,100000,156.0,no
3800,ford,2003,150000,90.0,no
24000,mercedes_benz,1978,150000,177.0,no
1190,audi,2000,150000,116.0,yes
2500,chrysler,2001,150000,141.0,no
900,opel,1999,150000,,unknown
1600,daewoo,2004,90000,131.0,no
8900,mercedes_benz,2004,150000,272.0,yes
2990,honda,2004,125000,120.0,no
300,hyundai,2000,150000,,yes
15200,bmw,2008,125000,170.0,no
2000,suzuki,1998,150000,132.0,no
8200,volkswagen,2000,150000,102.0,no
570,audi,1994,150000,90.0,no
12200,volkswagen,2010,80000,105.0,no
850,suzuki,2001,150000,53.0,no
3850,opel,2006,150000,105.0,no
3600,volkswagen,2002,150000,275.0,no
200,opel,1994,125000,45.0,no
4200,volkswagen,2004,150000,136.0,no
3350,volkswagen,2003,150000,105.0,no
4250,volvo,1962,70000,75.0,yes
300,volkswagen,1990,150000,,yes
135000,porsche,2010,30000,435.0,no
1000,nissan,2003,60000,116.0,yes
45,volkswagen,1990,5000,,unknown
9999,honda,2007,150000,201.0,no
1100,ford,2003,150000,101.0,yes
11490,skoda,2014,40000,86.0,no
7999,volkswagen,2007,150000,200.0,no
3950,mercedes_benz,2002,150000,143.0,no
999,volkswagen,1999,150000,,unknown
9500,ford,2010,80000,145.0,no
950,opel,2004,150000,69.0,yes
12500,mercedes_benz,2008,90000,231.0,no
2799,audi,2001,150000,131.0,no
18500,bmw,1985,150000,286.0,no
14900,mercedes_benz,2007,150000,514.0,no
1000,volkswagen,1999,150000,116.0,yes
1550,volkswagen,2000,150000,50.0,no
5350,smart,2004,100000,82.0,no
3400,volkswagen,1997,150000,,no
1,audi,2001,150000,180.0,no
650,ford,1998,125000,60.0,no
9500,mercedes_benz,2005,150000,272.0,no
2800,mercedes_benz,2003,150000,95.0,no
5999,mercedes_benz,2006,150000,140.0,no
800,opel,1997,150000,45.0,no
499,bmw,1994,150000,140.0,unknown
6750,volkswagen,2004,125000,150.0,no
3000,land_rover,1999,150000,118.0,unknown
19800,bmw,2011,80000,170.0,no
3100,smart,2002,150000,69.0,no
399,opel,2016,150000,,no
10999,bmw,2011,150000,163.0,no
1200,volkswagen,1999,150000,75.0,no
1400,volkswagen,1999,150000,116.0,unknown
1000,opel,2001,150000,,unknown
8700,volkswagen,2008,70000,102.0,no
500,chrysler,1999,150000,133.0,no
150,renault,1997,150000,90.0,no
14500,audi,2011,60000,239.0,no
4000,audi,2004,150000,163.0,no
5700,toyota,2004,80000,129.0,no
890,ford,1998,150000,207.0,no
11300,audi,2010,125000,120.0,no
15000,volkswagen,2012,125000,140.0,no
1150,volkswagen,1999,150000,75.0,no
10000,volkswagen,2005,150000,131.0,no
2300,chrysler,2002,125000,116.0,no
3600,mercedes_benz,2004,150000,,unknown
25,audi,2000,5000,,unknown
3700,ford,2005,150000,116.0,no
6500,peugeot,2007,100000,120.0,no
52500,audi,2015,30000,272.0,no
9900,mercedes_benz,2003,150000,306.0,no
1850,bmw,1995,150000,150.0,no
2850,ford,2006,80000,60.0,unknown
34900,sonstige_autos,1965,100000,105.0,no
10280,bmw,2009,125000,143.0,no
2777,bmw,1999,5000,118.0,no
4500,volkswagen,1993,20000,140.0,no
7690,ford,2009,150000,109.0,no
9750,bmw,2009,150000,143.0,no
2000,ford,2013,150000,50.0,no
295,renault,1998,150000,60.0,yes
13200,mercedes_benz,2005,150000,150.0,no
850,volkswagen,1995,150000,45.0,no
17750,audi,2007,80000,265.0,no
3000,audi,2000,150000,125.0,no
7000,jeep,2002,150000,163.0,no
5200,volkswagen,2004,150000,105.0,no
4850,skoda,2009,150000,105.0,no
500,volkswagen,1993,150000,45.0,no
2200,renault,2003,150000,113.0,no
5400,bmw,2005,150000,,no
2350,bmw,2002,150000,116.0,no
1,volkswagen,2005,150000,125.0,unknown
1500,opel,2001,150000,75.0,no
12800,mercedes_benz,2011,10000,95.0,no
1750,bmw,1998,150000,150.0,no
1999,mercedes_benz,1999,150000,122.0,no
1999,mazda,2001,150000,114.0,no
4000,porsche,1985,5000,,unknown
500,renault,2002,5000,,unknown
2200,kia,2009,90000,,unknown
450,opel,1998,150000,,no
3590,opel,2005,125000,90.0,no
450,renault,1997,150000,54.0,unknown
340,bmw,2015,20000,186.0,no
1950,seat,2004,100000,50.0,no
7799,mercedes_benz,2006,150000,204.0,unknown
3900,volkswagen,2002,150000,131.0,no
5950,seat,2008,90000,69.0,no
5500,volvo,2005,150000,136.0,no
3400,audi,2002,150000,155.0,unknown
10999,citroen,2009,30000,156.0,unknown
1700,fiat,2004,150000,60.0,no
5999,smart,2005,125000,61.0,no
10999,porsche,2005,150000,250.0,unknown
4990,volkswagen,2005,150000,,no
2390,skoda,2002,125000,75.0,no
11350,bmw,2005,150000,177.0,no
6300,bmw,2006,125000,129.0,no
999,mercedes_benz,1999,150000,122.0,unknown
1100,ford,2001,150000,60.0,no
590,bmw,1997,150000,102.0,yes
8400,ford,2012,90000,116.0,no
900,ford,2000,150000,90.0,yes
2399,volkswagen,2001,150000,101.0,no
9450,volkswagen,2008,100000,140.0,no
3650,bmw,2000,150000,170.0,no
4500,volkswagen,2006,150000,140.0,unknown
1500,audi,1999,150000,150.0,no
11000,volkswagen,2009,125000,110.0,unknown
26800,ford,2015,20000,179.0,no
3800,volkswagen,2005,150000,140.0,no
3000,ford,2009,150000,69.0,no
9500,volkswagen,2009,30000,102.0,no
1200,volkswagen,2001,150000,60.0,no
1400,audi,1998,150000,130.0,unknown
1999,renault,2005,150000,75.0,no
2000,volkswagen,2003,150000,65.0,unknown
4500,mitsubishi,2000,150000,99.0,no
650,opel,2001,150000,211.0,no
1500,opel,2004,150000,75.0,no
550,nissan,2016,125000,55.0,unknown
8900,fiat,2013,70000,86.0,no
1450,renault,2002,150000,,unknown
650,mercedes_benz,1997,150000,122.0,no
6000,citroen,2005,150000,135.0,unknown
8500,audi,2005,150000,224.0,no
1400,smart,1999,150000,54.0,no
4500,mercedes_benz,1999,125000,125.0,no
1500,opel,2016,150000,,no
830,ford,2001,150000,116.0,no
1550,volkswagen,1998,150000,125.0,unknown
1650,audi,1993,150000,174.0,no
1990,opel,1998,60000,101.0,no
4250,opel,2008,150000,120.0,no
9500,audi,2008,150000,233.0,no
600,volkswagen,2002,150000,50.0,yes
950,mercedes_benz,2000,150000,,no
8550,toyota,1976,125000,118.0,no
2100,mercedes_benz,1985,150000,122.0,no
1899,ford,2000,150000,115.0,no
1799,volkswagen,2002,150000,,no
650,lada,2007,125000,,unknown
1150,bmw,1997,150000,102.0,no
12750,audi,2010,60000,105.0,no
1290,ford,1993,150000,163.0,no
200,renault,2005,150000,58.0,yes
5699,bmw,2005,150000,150.0,no
299,ford,1996,20000,50.0,unknown
3200,volkswagen,2006,150000,,no
2499,peugeot,2003,150000,75.0,no
2100,volkswagen,1994,150000,75.0,no
500,bmw,1994,150000,,unknown
13900,bmw,2008,150000,235.0,no
450,subaru,2001,150000,85.0,unknown
3999,mercedes_benz,2001,150000,,unknown
6950,audi,2007,150000,170.0,no
1550,daihatsu,2002,40000,59.0,no
2850,smart,2003,125000,61.0,no
16000,mercedes_benz,2011,125000,136.0,no
2650,ford,2004,80000,69.0,no
5000,volkswagen,2005,150000,140.0,no
9500,mercedes_benz,1978,150000,205.0,no
11499,bmw,2007,150000,143.0,no
800,fiat,2001,125000,55.0,no
19900,volkswagen,2006,150000,174.0,no
1399,volkswagen,1994,125000,90.0,unknown
2500,bmw,2001,100000,,unknown
9900,volkswagen,2009,80000,122.0,no
26950,opel,2003,30000,200.0,no
550,opel,1998,150000,60.0,yes
2500,chevrolet,2008,125000,52.0,no
3000,volkswagen,2005,150000,,unknown
23900,volkswagen,2013,60000,140.0,no
3290,toyota,2002,150000,192.0,no
5500,volkswagen,1989,125000,129.0,no
1000,bmw,1994,150000,192.0,yes
11400,audi,2007,150000,170.0,no
1700,mercedes_benz,1991,150000,,unknown
2900,volkswagen,1994,150000,75.0,no
1700,mercedes_benz,2000,150000,,unknown
3499,smart,2005,100000,75.0,no
999,ford,2000,150000,116.0,no
7500,mercedes_benz,2003,150000,165.0,no
13200,audi,2008,125000,170.0,no
3350,ford,2006,150000,109.0,unknown
9450,audi,2008,100000,102.0,no
749,volkswagen,1996,150000,90.0,no
1650,bmw,1999,150000,136.0,no
3500,renault,2004,150000,135.0,no
300,nissan,2016,125000,75.0,no
3000,smart,2006,80000,61.0,no
350,ford,1998,150000,60.0,yes
4250,chrysler,1989,90000,135.0,no
7900,opel,2014,20000,69.0,no
1800,land_rover,1996,150000,224.0,yes
650,nissan,2000,150000,75.0,no
7600,mercedes_benz,2005,150000,306.0,no
500,subaru,1999,150000,125.0,yes
600,bmw,2000,150000,105.0,yes
14500,volkswagen,2011,80000,105.0,no
2300,citroen,2004,150000,60.0,no
2800,volkswagen,2001,5000,,unknown
600,ford,2001,150000,54.0,unknown
20800,volkswagen,2012,50000,150.0,no
5750,bmw,2002,150000,192.0,no
11000,volkswagen,2011,30000,85.0,no
3950,opel,2007,150000,120.0,yes
600,opel,1998,150000,,unknown
23123,bmw,2008,125000,204.0,no
650,renault,2001,100000,75.0,yes
999,nissan,1997,150000,54.0,no
7900,volkswagen,2009,100000,102.0,no
12800,bmw,2011,150000,,no
17900,mercedes_benz,2007,150000,109.0,no
10400,audi,2008,150000,143.0,no
1500,volkswagen,1994,150000,75.0,no
350,ford,2000,60000,,unknown
1250,bmw,2016,150000,218.0,yes
750,bmw,1998,150000,,unknown
3590,bmw,2007,125000,143.0,yes
1350,audi,1993,150000,174.0,no
4200,opel,2008,150000,,no
6200,audi,2002,150000,420.0,no
6999,mercedes_benz,2002,150000,,no
13999,volkswagen,2002,150000,151.0,no
300,volkswagen,1999,150000,50.0,unknown
1890,ford,2005,150000,69.0,no
999,renault,1999,150000,58.0,no
16999,land_rover,2007,150000,272.0,no
8970,audi,2007,150000,232.0,no
1400,ford,2003,150000,131.0,no
13900,bmw,2010,150000,143.0,no
999,skoda,2004,150000,64.0,yes
690,ford,1995,125000,50.0,no
11900,skoda,2009,90000,160.0,no
250,volkswagen,1997,150000,50.0,unknown
19995,volkswagen,2012,80000,170.0,no
10800,toyota,2000,40000,140.0,no
22850,mercedes_benz,2011,90000,170.0,no
31199,bmw,2013,60000,,no
6900,mercedes_benz,2003,150000,177.0,no
8800,opel,2011,30000,165.0,no
1790,volkswagen,2016,150000,101.0,no
2950,sonstige_autos,1990,90000,58.0,no
18900,volkswagen,2011,80000,140.0,no
200,opel,1997,150000,60.0,yes
6999,bmw,1999,150000,245.0,no
2999,renault,2008,150000,150.0,unknown
39900,audi,2014,60000,204.0,no
800,volkswagen,1996,150000,45.0,no
16950,bmw,2006,150000,177.0,no
2500,peugeot,2005,150000,68.0,no
2050,opel,2002,150000,125.0,no
800,volkswagen,1989,150000,57.0,yes
1900,ford,2003,150000,101.0,no
5500,bmw,2008,150000,143.0,no
450,volkswagen,1998,150000,50.0,yes
4650,audi,2000,150000,230.0,no
850,volkswagen,1997,150000,,no
1850,mercedes_benz,1989,150000,132.0,no
7000,mercedes_benz,2002,150000,306.0,no
599,opel,2000,150000,40.0,no
8500,bmw,2004,150000,272.0,no
1900,ford,2004,150000,116.0,yes
9900,mazda,2008,60000,126.0,no
4200,volkswagen,2005,150000,140.0,no
19900,volkswagen,2014,125000,140.0,no
850,ford,1999,150000,75.0,yes
350,volkswagen,1995,150000,75.0,yes
21500,audi,2011,60000,211.0,no
600,opel,2000,150000,144.0,yes
2800,ford,2003,150000,101.0,no
2700,peugeot,2005,150000,,unknown
10500,audi,2006,150000,232.0,no
3900,opel,2009,150000,110.0,no
2000,audi,2001,150000,110.0,no
710,kia,2005,150000,105.0,yes
2690,volkswagen,2001,125000,150.0,unknown
1900,volkswagen,2001,150000,131.0,no
300,renault,1998,150000,,yes
16500,volkswagen,2009,150000,211.0,no
999,ford,2005,125000,,unknown
11500,citroen,2011,70000,190.0,unknown
3990,saab,2004,150000,185.0,no
5500,volkswagen,2006,150000,140.0,no
11500,mercedes_benz,2006,150000,190.0,no
23900,volkswagen,1974,70000,50.0,no
1590,volkswagen,2001,150000,60.0,unknown
8390,opel,2012,50000,101.0,no
1999,mercedes_benz,1996,150000,150.0,no
3899,bmw,2000,150000,170.0,no
2200,opel,2001,150000,147.0,no
16500,volkswagen,2011,90000,140.0,no
2499,opel,2005,150000,177.0,no
2700,jeep,1996,150000,212.0,no
150,opel,1996,150000,45.0,yes
1600,ford,2001,150000,110.0,no
8500,peugeot,2008,90000,109.0,no
1250,mercedes_benz,1999,150000,,no
5350,opel,2009,80000,80.0,no
5600,volkswagen,2006,80000,75.0,no
2700,dacia,2008,150000,75.0,no
8800,volkswagen,2006,150000,140.0,unknown
6900,volkswagen,2004,150000,140.0,no
1300,toyota,1998,150000,,unknown
950,bmw,2003,60000,192.0,yes
300,ford,1995,150000,60.0,unknown
4900,audi,2001,150000,131.0,no
4500,volkswagen,2000,150000,88.0,no
1500,lancia,1998,125000,150.0,no
550,ford,1995,150000,,unknown
1000,bmw,1996,150000,170.0,no
950,mercedes_benz,2002,150000,95.0,no
300,volkswagen,2016,150000,75.0,no
2500,volkswagen,2007,150000,,no
12600,mercedes_benz,2009,150000,110.0,no
8500,volkswagen,2011,150000,,no
300,volvo,2000,5000,122.0,yes
1300,smart,2005,150000,40.0,unknown
6200,mini,2003,125000,163.0,no
3100,peugeot,2001,100000,109.0,no
6899,smart,2011,40000,71.0,no
3900,volkswagen,1970,100000,34.0,no
1599,nissan,1996,150000,90.0,no
6750,opel,2009,125000,125.0,no
8990,volkswagen,2008,150000,105.0,no
100,volkswagen,1998,150000,50.0,yes
2900,toyota,2007,150000,136.0,no
1200,volkswagen,1998,150000,106.0,unknown
2200,renault,2005,150000,82.0,no
1690,bmw,1999,150000,150.0,no
6800,bmw,2002,150000,105.0,no
4100,toyota,1997,150000,125.0,no
6800,opel,2009,100000,90.0,no
18650,audi,2011,70000,300.0,no
3800,opel,2004,150000,125.0,no
299,peugeot,1997,150000,45.0,no
1180,bmw,1996,150000,101.0,unknown
4999,opel,2006,150000,150.0,no
3650,kia,2003,125000,144.0,no
600,hyundai,2016,150000,63.0,no
350,opel,2000,150000,45.0,yes
9800,bmw,2006,150000,150.0,no
2600,mercedes_benz,1999,150000,,no
6500,mercedes_benz,2006,150000,163.0,no
21490,volkswagen,2014,80000,184.0,no
14000,audi,2009,100000,143.0,no
7250,mercedes_benz,2006,90000,116.0,no
500,renault,1997,150000,,unknown
400,ford,2000,150000,60.0,unknown
15500,ford,2013,70000,140.0,no
1800,bmw,2000,150000,170.0,no
2350,renault,2005,80000,58.0,no
4990,opel,2007,150000,140.0,no
4400,volkswagen,2000,150000,105.0,no
200,opel,1997,150000,,yes
1750,mercedes_benz,1998,150000,170.0,unknown
1299,volkswagen,2000,150000,116.0,unknown
1111,volkswagen,1998,150000,101.0,no
1250,mercedes_benz,1995,150000,122.0,no
1200,opel,2016,150000,,unknown
850,mitsubishi,2001,150000,140.0,no
499,honda,1997,90000,,no
9300,bmw,2006,150000,150.0,no
12790,mercedes_benz,2004,150000,272.0,no
10990,opel,2008,125000,265.0,no
3000,mazda,2004,150000,121.0,no
12750,citroen,2011,50000,111.0,yes
1500,audi,1998,150000,101.0,no
2550,volkswagen,2003,150000,,unknown
1000,mitsubishi,2001,150000,136.0,yes
1199,volkswagen,1999,150000,101.0,no
24000,porsche,2006,50000,245.0,no
550,volkswagen,1999,150000,50.0,unknown
8750,bmw,2005,150000,177.0,no
150,nissan,1992,150000,55.0,yes
1399,volkswagen,2002,150000,75.0,no
2850,opel,2000,150000,116.0,no
4800,volkswagen,2004,150000,116.0,no
3750,nissan,2006,125000,110.0,no
8500,nissan,2009,150000,141.0,no
990,volkswagen,1995,150000,115.0,unknown
5000,bmw,2006,150000,116.0,no
1350,subaru,1993,125000,270.0,yes
25999,bmw,2010,80000,204.0,no
1750,peugeot,2004,150000,107.0,unknown
600,mazda,1997,150000,85.0,yes
13950,audi,2004,90000,179.0,no
5000,lada,1990,5000,45.0,no
1390,citroen,1999,60000,60.0,no
350,volkswagen,1997,150000,90.0,no
7400,audi,2002,150000,163.0,no
14900,mercedes_benz,2006,125000,224.0,no
4400,audi,2003,150000,101.0,no
3700,renault,2006,125000,139.0,no
3299,opel,2007,20000,75.0,unknown
7850,audi,2006,150000,140.0,no
345000,sonstige_autos,2012,20000,460.0,no
1650,opel,2004,150000,,no
3799,volkswagen,1984,150000,75.0,no
1200,opel,2001,150000,125.0,unknown
9200,mercedes_benz,2007,150000,170.0,no
1999,volkswagen,1992,150000,98.0,no
1500,mitsubishi,2002,150000,82.0,unknown
7490,fiat,2011,125000,101.0,no
6900,volkswagen,2002,150000,179.0,unknown
4599,volkswagen,2004,150000,105.0,no
4000,bmw,2001,150000,170.0,no
1999,ford,2006,150000,75.0,no
330,fiat,2003,150000,60.0,yes
3350,mercedes_benz,2000,150000,129.0,no
3650,volkswagen,2004,150000,131.0,unknown
4500,mercedes_benz,2007,150000,109.0,no
5950,ford,2008,50000,101.0,no
1950,ford,2004,125000,90.0,no
2200,opel,1999,150000,116.0,no
5200,volkswagen,2005,150000,140.0,unknown
9990,bmw,2007,80000,170.0,no
5500,mercedes_benz,2004,150000,163.0,unknown
16500,ford,2005,90000,305.0,no
9990,seat,2010,150000,140.0,no
3600,volkswagen,2004,150000,75.0,no
22500,volkswagen,2014,40000,160.0,no
350,bmw,2016,150000,116.0,unknown
850,renault,1998,150000,58.0,no
1450,ford,2002,150000,116.0,no
3800,fiat,2006,125000,76.0,no
15990,audi,2010,20000,179.0,no
4800,hyundai,2007,150000,141.0,no
6300,bmw,2008,150000,122.0,yes
1050,volkswagen,2000,150000,60.0,unknown
5500,seat,2008,125000,86.0,no
500,citroen,2001,150000,,unknown
570,bmw,1995,150000,150.0,unknown
9290,volkswagen,2010,150000,170.0,no
200,daewoo,1999,90000,,unknown
8490,opel,2008,150000,131.0,no
399,mazda,1995,150000,116.0,yes
4200,jaguar,2001,90000,276.0,no
100,volvo,1999,150000,170.0,yes
650,renault,2016,150000,,unknown
2990,ford,2001,125000,101.0,no
17900,mercedes_benz,1964,50000,160.0,no
2450,ford,2003,80000,95.0,no
1300,ford,2005,125000,69.0,no
2999,renault,2006,150000,131.0,no
1500,honda,1994,150000,124.0,no
42900,mercedes_benz,2013,80000,258.0,no
2500,hyundai,2004,150000,147.0,no
10500,bmw,2007,150000,197.0,no
11999,audi,2009,150000,239.0,no
700,ford,1998,100000,75.0,unknown
1000,volkswagen,2016,150000,75.0,no
4800,opel,2005,90000,125.0,no
4200,audi,2002,125000,110.0,no
10500,audi,2016,90000,125.0,no
2500,volkswagen,2005,150000,75.0,no
4000,volkswagen,1988,150000,70.0,unknown
2200,peugeot,2001,150000,136.0,no
200,opel,2000,150000,75.0,unknown
9400,sonstige_autos,2007,150000,200.0,yes
3850,volkswagen,2008,60000,55.0,no
1000,volkswagen,1996,150000,45.0,no
8500,volkswagen,2016,150000,110.0,no
3699,bmw,1999,150000,170.0,no
7500,volkswagen,2009,150000,105.0,unknown
14299,volkswagen,2015,20000,90.0,no
1600,volkswagen,2000,150000,60.0,no
1000,opel,2016,150000,75.0,no
5250,bmw,2007,150000,116.0,no
1300,alfa_romeo,2001,150000,150.0,no
2399,opel,2002,150000,147.0,no
19500,volkswagen,2011,50000,160.0,no
400,mitsubishi,1997,150000,55.0,unknown
990,renault,2001,150000,58.0,no
11200,ford,2008,100000,145.0,no
1900,rover,1999,150000,116.0,yes
4300,mercedes_benz,2004,70000,82.0,no
9500,bmw,2003,150000,193.0,unknown
4350,mazda,2006,80000,80.0,no
1200,subaru,2002,150000,86.0,unknown
12300,mercedes_benz,2010,100000,136.0,no
12900,mercedes_benz,2008,80000,193.0,no
550,volkswagen,1997,150000,60.0,unknown
3990,opel,2004,150000,150.0,no
250,opel,1996,150000,60.0,unknown
600,opel,1999,150000,90.0,no
449,audi,1987,150000,,yes
1200,opel,1996,150000,101.0,no
5500,fiat,2012,80000,69.0,no
6990,audi,2006,150000,140.0,no
190,ford,1997,150000,50.0,unknown
7000,toyota,2008,70000,87.0,no
2450,subaru,2002,150000,218.0,yes
6920,audi,2003,125000,177.0,no
300,opel,1980,150000,,unknown
2800,bmw,1999,150000,193.0,no
15250,volkswagen,2009,70000,211.0,no
4300,volkswagen,2007,150000,70.0,no
1800,mercedes_benz,2004,150000,75.0,no
6000,peugeot,2007,150000,109.0,no
8500,hyundai,2014,30000,86.0,no
2399,volkswagen,1994,150000,116.0,unknown
15300,volkswagen,2010,150000,170.0,no
6990,bmw,2005,150000,143.0,no
1500,volvo,1993,150000,204.0,no
9800,bmw,2006,125000,163.0,no
3600,smart,2006,150000,68.0,no
9500,mazda,2008,80000,170.0,no
3000,volkswagen,2004,150000,140.0,yes
999,opel,2000,150000,116.0,yes
9700,mercedes_benz,2005,150000,224.0,no
6500,volkswagen,2006,150000,105.0,unknown
11450,citroen,2011,80000,140.0,no
1550,alfa_romeo,2002,150000,115.0,no
42500,jeep,2014,60000,250.0,no
3499,volkswagen,2002,125000,75.0,no
2650,peugeot,2006,125000,68.0,no
1000,mitsubishi,2005,125000,75.0,yes
5200,mercedes_benz,2005,150000,143.0,no
750,opel,2004,150000,65.0,yes
2400,opel,2006,90000,59.0,unknown
3900,fiat,2006,70000,65.0,no
24900,mercedes_benz,2001,150000,250.0,no
12000,chevrolet,2009,60000,136.0,unknown
2790,seat,2006,150000,86.0,no
2300,mazda,2002,125000,98.0,unknown
3199,citroen,2016,100000,,unknown
14950,audi,2011,150000,143.0,no
130,renault,1990,150000,54.0,unknown
13999,opel,2012,40000,140.0,no
3333,audi,2003,150000,102.0,no
730,renault,2003,150000,75.0,no
11900,mercedes_benz,2006,150000,235.0,unknown
5100,bmw,2004,150000,218.0,no
7800,bmw,2006,150000,177.0,no
4700,kia,2010,150000,109.0,no
250,volkswagen,1995,150000,54.0,no
44497,porsche,2005,100000,325.0,no
6500,mercedes_benz,2006,150000,140.0,no
4200,volkswagen,2003,150000,131.0,yes
1390,volvo,1999,150000,125.0,no
3199,volkswagen,2006,150000,75.0,no
1399,ford,1997,150000,116.0,no
2600,audi,2000,150000,178.0,no
280,renault,1998,80000,58.0,unknown
4950,mitsubishi,2003,70000,114.0,no
1849,audi,2000,150000,101.0,no
4700,volkswagen,2003,150000,163.0,no
7999,citroen,1976,80000,136.0,unknown
9300,sonstige_autos,2007,150000,177.0,no
7300,bmw,2009,100000,235.0,no
2490,audi,2002,150000,179.0,no
4600,ford,2009,40000,,no
1777,volkswagen,1997,150000,131.0,no
800,volkswagen,1993,150000,60.0,no
1490,bmw,1994,150000,101.0,no
1490,mercedes_benz,1993,150000,136.0,no
6900,mercedes_benz,2000,150000,193.0,no
399,renault,1996,150000,60.0,no
5200,mercedes_benz,2006,150000,192.0,no
990,honda,1999,125000,120.0,yes
5250,peugeot,2005,70000,109.0,no
1350,peugeot,2003,150000,,no
5800,volkswagen,2006,150000,105.0,no
1955,peugeot,2002,150000,75.0,no
14500,volkswagen,2010,70000,122.0,no
100,daihatsu,2002,150000,87.0,no
2200,volkswagen,1984,60000,29.0,no
400,ford,2000,150000,60.0,yes
16800,kia,2012,40000,,no
5000,ford,2008,125000,101.0,no
400,fiat,1999,80000,,unknown
3333,ford,1998,150000,207.0,yes
2599,opel,2005,150000,,unknown
1500,renault,2003,150000,135.0,no
9900,audi,2007,150000,170.0,no
3000,ford,1997,150000,114.0,no
950,audi,1998,150000,165.0,no
3450,peugeot,2008,80000,68.0,no
3000,seat,2004,150000,116.0,no
2990,land_rover,2000,150000,97.0,no
999,renault,2001,150000,68.0,no
300,ford,1990,150000,90.0,yes
8899,audi,2009,125000,102.0,no
2900,mercedes_benz,2000,125000,170.0,no
1200,audi,1992,150000,,no
200,fiat,1994,150000,139.0,no
500,volkswagen,1994,150000,90.0,no
8600,opel,2011,70000,120.0,no
1500,renault,2006,90000,75.0,yes
6999,renault,2011,150000,130.0,no
1600,ford,2003,150000,68.0,no
5500,audi,2000,150000,225.0,no
100,mitsubishi,1994,100000,75.0,yes
1000,mitsubishi,1999,150000,90.0,no
14986,porsche,1998,125000,204.0,no
4500,volkswagen,2003,150000,,unknown
4250,mazda,2016,150000,110.0,no
21000,audi,2010,100000,179.0,no
11490,audi,2006,150000,163.0,no
9399,bmw,2006,80000,150.0,no
13550,bmw,2008,50000,170.0,no
15999,mercedes_benz,2009,90000,204.0,no
349,opel,1995,150000,45.0,no
9999,mini,2008,90000,173.0,no
990,audi,1999,150000,101.0,no
8000,bmw,2006,150000,163.0,no
16990,bmw,2004,150000,333.0,no
12999,audi,2006,150000,326.0,no
850,volkswagen,1990,5000,,unknown
1100,seat,1997,150000,50.0,unknown
6999,bmw,2007,150000,197.0,no
500,mitsubishi,1990,125000,90.0,yes
4199,mazda,2002,150000,124.0,no
13798,kia,2011,150000,116.0,no
13000,dacia,2012,50000,110.0,no
4650,citroen,2006,50000,109.0,no
1600,renault,2001,150000,80.0,unknown
2500,toyota,2003,150000,97.0,no
3400,volkswagen,2003,125000,75.0,no
3400,opel,2003,150000,125.0,no
1399,volkswagen,2000,150000,105.0,no
2500,renault,2003,150000,113.0,no
2222,renault,2003,150000,75.0,no
2799,audi,1999,150000,150.0,unknown
9700,audi,2007,125000,140.0,no
800,opel,2003,150000,58.0,yes
1250,volkswagen,1997,125000,60.0,no
1200,opel,2001,100000,,no
11999,volkswagen,2010,60000,122.0,no
12899,volkswagen,2010,40000,102.0,no
29900,mercedes_benz,2013,40000,143.0,no
3499,mercedes_benz,2004,150000,177.0,no
500,mazda,1997,100000,88.0,no
700,volkswagen,1999,150000,,yes
2800,skoda,2005,150000,100.0,no
2400,mitsubishi,2005,150000,95.0,no
5600,mercedes_benz,2003,125000,143.0,unknown
350,volkswagen,2000,150000,50.0,no
17999,peugeot,2013,30000,156.0,no
1200,opel,1998,125000,54.0,no
